order_number,order_date,item_name,quantity,product_price,total_products
15330,14-06-2019 19:32,Pilau Rice,1,2.95,9
15322,14-06-2019 17:13,Plain Rice,2,2.95,3
15316,13-06-2019 18:50,Garlic Naan,1,2.95,6
15308,12-06-2019 19:18,Plain Rice,1,2.95,5
15307,12-06-2019 19:06,Pilau Rice,1,2.95,5
15303,12-06-2019 16:50,Garlic Naan,2,2.95,8
15292,11-06-2019 14:30,Pilau Rice,1,2.95,5
15286,10-06-2019 17:10,Plain Rice,1,2.95,10
15286,10-06-2019 17:10,Keema Naan,1,2.95,10
15285,10-06-2019 17:09,Pilau Rice,2,2.95,4
15281,09-06-2019 20:08,Pilau Rice,1,2.95,4
15280,09-06-2019 20:02,Keema Naan,1,2.95,4
15263,09-06-2019 12:11,Pilau Rice,2,2.95,3
15256,08-06-2019 20:30,Plain Rice,1,2.95,8
15254,08-06-2019 20:12,Pilau Rice,1,2.95,5
15252,08-06-2019 19:31,Peshwari Naan,1,2.95,5
15250,08-06-2019 19:17,Pilau Rice,1,2.95,4
15249,08-06-2019 19:13,Garlic Naan,1,2.95,4
15241,08-06-2019 17:11,Plain Rice,2,2.95,12
15235,07-06-2019 21:21,Plain Rice,2,2.95,5
15235,07-06-2019 21:21,Garlic Naan,3,2.95,5
15231,07-06-2019 20:52,Pilau Rice,1,2.95,4
15226,07-06-2019 19:56,Keema Naan,1,2.95,4
15224,07-06-2019 19:26,Green Salad,1,2.95,5
15221,07-06-2019 19:13,Pilau Rice,1,2.95,4
15219,07-06-2019 18:42,Plain Rice,1,2.95,10
15219,07-06-2019 18:42,Peshwari Naan,1,2.95,10
15216,07-06-2019 18:21,Keema Naan,1,2.95,14
15213,07-06-2019 18:12,Peshwari Naan,2,2.95,14
15201,06-06-2019 17:56,Keema Naan,1,2.95,7
15199,05-06-2019 21:08,Pilau Rice,1,2.95,8
15198,05-06-2019 20:50,Pilau Rice,2,2.95,9
15196,05-06-2019 19:10,Peshwari Naan,1,2.95,9
15191,05-06-2019 11:29,Pilau Rice,2,2.95,11
15191,05-06-2019 11:29,Peshwari Naan,1,2.95,11
15189,04-06-2019 20:22,Keema Naan,1,2.95,4
15184,04-06-2019 19:36,Peshwari Naan,1,2.95,7
15184,04-06-2019 19:36,Plain Rice,2,2.95,7
15176,04-06-2019 18:12,Garlic Naan,1,2.95,7
15170,03-06-2019 21:27,Garlic Naan,1,2.95,6
15169,03-06-2019 20:06,Pilau Rice,1,2.95,8
15168,03-06-2019 19:27,Pilau Rice,1,2.95,3
15166,03-06-2019 18:51,Keema Naan,1,2.95,6
15164,02-06-2019 20:40,Peshwari Naan,1,2.95,3
15158,02-06-2019 18:35,Keema Naan,1,2.95,10
15157,02-06-2019 17:43,Peshwari Naan,1,2.95,5
15155,02-06-2019 16:55,Pilau Rice,1,2.95,9
15155,02-06-2019 16:55,Bottle Diet Coke,1,2.95,9
15150,01-06-2019 20:16,Plain Rice,1,2.95,9
15146,01-06-2019 19:42,Plain Rice,2,2.95,8
15145,01-06-2019 19:29,Peshwari Naan,1,2.95,6
15143,01-06-2019 18:54,Peshwari Naan,1,2.95,11
15143,01-06-2019 18:54,Garlic Naan,1,2.95,11
15141,01-06-2019 18:45,Garlic Naan,1,2.95,8
15140,01-06-2019 18:33,Peshwari Naan,1,2.95,5
15135,01-06-2019 17:34,Keema Naan,1,2.95,4
15134,01-06-2019 17:09,Peshwari Naan,2,2.95,8
15134,01-06-2019 17:09,Pilau Rice,1,2.95,8
15130,31-05-2019 20:34,Peshwari Naan,1,2.95,4
15126,31-05-2019 19:48,Peshwari Naan,1,2.95,9
15120,31-05-2019 18:43,Pilau Rice,2,2.95,8
15120,31-05-2019 18:43,Onion Naan,2,2.95,8
15115,31-05-2019 17:58,Garlic Naan,2,2.95,6
15114,31-05-2019 17:45,Plain Rice,1,2.95,9
15113,31-05-2019 17:30,Pilau Rice,1,2.95,8
15111,31-05-2019 17:11,Peshwari Naan,1,2.95,9
15111,31-05-2019 17:11,Plain Rice,2,2.95,9
15100,29-05-2019 19:33,Garlic Naan,1,2.95,10
15098,29-05-2019 17:50,Plain Rice,2,2.95,7
15097,29-05-2019 17:43,Garlic Naan,2,2.95,7
15094,28-05-2019 22:01,Garlic Naan,1,2.95,6
15092,28-05-2019 20:02,Paratha,1,2.95,3
15087,28-05-2019 19:10,Pilau Rice,1,2.95,2
15076,27-05-2019 19:48,Bottle Coke,1,2.95,7
15072,27-05-2019 18:03,Pilau Rice,1,2.95,5
15070,27-05-2019 17:42,Garlic Naan,1,2.95,8
15069,27-05-2019 17:41,Raitha,1,2.95,7
15069,27-05-2019 17:41,Plain Rice,2,2.95,7
15067,27-05-2019 17:32,Garlic Naan,2,2.95,4
15067,27-05-2019 17:32,Pilau Rice,1,2.95,4
15066,27-05-2019 17:31,Pilau Rice,3,2.95,8
15064,27-05-2019 17:09,Keema Naan,1,2.95,7
15063,27-05-2019 16:51,Green Salad,1,2.95,4
15061,27-05-2019 13:05,Pilau Rice,1,2.95,4
15059,26-05-2019 21:52,Garlic Naan,1,2.95,7
15052,26-05-2019 19:45,Garlic Naan,1,2.95,4
15051,26-05-2019 19:42,Peshwari Naan,1,2.95,8
15050,26-05-2019 19:29,Pilau Rice,1,2.95,11
15045,26-05-2019 18:25,Garlic Naan,1,2.95,9
15044,26-05-2019 18:05,Garlic Naan,1,2.95,7
15039,25-05-2019 22:21,Plain Rice,1,2.95,6
15035,25-05-2019 20:24,Pilau Rice,1,2.95,6
15033,25-05-2019 20:19,Pilau Rice,1,2.95,5
15030,25-05-2019 20:10,Pilau Rice,1,2.95,5
15027,25-05-2019 19:52,Pilau Rice,1,2.95,5
15023,25-05-2019 18:54,Pilau Rice,1,2.95,5
15023,25-05-2019 18:54,Peshwari Naan,1,2.95,5
15021,25-05-2019 18:47,Garlic Naan,1,2.95,6
15010,25-05-2019 17:07,Bottle Coke,1,2.95,4
14997,24-05-2019 18:56,Garlic Naan,1,2.95,5
14995,24-05-2019 18:45,Plain Rice,1,2.95,8
14993,24-05-2019 18:38,Garlic Naan,1,2.95,5
14992,24-05-2019 18:37,Plain Rice,2,2.95,7
14990,24-05-2019 18:19,Onion Naan,1,2.95,5
14988,24-05-2019 18:01,Garlic Naan,1,2.95,5
14980,23-05-2019 18:50,Pilau Rice,1,2.95,7
14976,23-05-2019 16:44,Plain Rice,1,2.95,7
14967,22-05-2019 17:57,Plain Rice,1,2.95,9
14966,22-05-2019 17:38,Pilau Rice,1,2.95,4
14962,21-05-2019 19:28,Garlic Naan,1,2.95,4
14962,21-05-2019 19:28,Plain Rice,1,2.95,4
14957,21-05-2019 18:07,Pilau Rice,1,2.95,10
14957,21-05-2019 18:07,Peshwari Naan,1,2.95,10
14955,20-05-2019 21:04,Paratha,1,2.95,3
14953,20-05-2019 20:35,Raitha,1,2.95,4
14952,20-05-2019 19:46,Garlic Naan,1,2.95,6
14949,20-05-2019 19:10,Peshwari Naan,1,2.95,6
14948,20-05-2019 18:37,Plain Rice,1,2.95,3
14946,20-05-2019 17:57,Peshwari Naan,1,2.95,5
14939,19-05-2019 20:13,Garlic Naan,1,2.95,7
14939,19-05-2019 20:13,Keema Naan,1,2.95,7
14935,19-05-2019 19:02,Pilau Rice,1,2.95,6
14933,19-05-2019 17:57,Keema Naan,1,2.95,9
14932,19-05-2019 17:56,Plain Rice,1,2.95,4
14920,18-05-2019 22:43,Bottle Coke,1,2.95,5
14917,18-05-2019 21:53,Paratha,1,2.95,6
14908,18-05-2019 20:34,Garlic Naan,1,2.95,5
14902,18-05-2019 19:42,Garlic Naan,1,2.95,5
14898,18-05-2019 19:25,Peshwari Naan,1,2.95,4
14895,18-05-2019 19:08,Pilau Rice,2,2.95,4
14895,18-05-2019 19:08,Garlic Naan,1,2.95,4
14889,18-05-2019 18:18,Onion Naan,1,2.95,4
14879,18-05-2019 15:48,Pilau Rice,1,2.95,6
14878,18-05-2019 15:39,Pilau Rice,2,2.95,6
14877,18-05-2019 12:55,Paratha,3,2.95,4
14874,17-05-2019 20:06,Pilau Rice,1,2.95,5
14872,17-05-2019 19:36,Plain Rice,2,2.95,5
14864,17-05-2019 18:36,Peshwari Naan,1,2.95,10
14862,17-05-2019 18:32,Pilau Rice,3,2.95,6
14859,17-05-2019 18:06,Pilau Rice,2,2.95,12
14858,17-05-2019 18:02,Keema Naan,1,2.95,7
14855,17-05-2019 14:27,Keema Naan,1,2.95,19
14855,17-05-2019 14:27,Pilau Rice,2,2.95,19
14852,16-05-2019 19:50,Keema Naan,1,2.95,6
14848,16-05-2019 18:52,Peshwari Naan,1,2.95,12
14847,16-05-2019 18:24,Pilau Rice,1,2.95,8
14830,15-05-2019 19:15,Plain Rice,1,2.95,7
14829,15-05-2019 18:57,Plain Rice,4,2.95,8
14829,15-05-2019 18:57,Pilau Rice,1,2.95,8
14825,15-05-2019 18:11,Plain Rice,1,2.95,7
14825,15-05-2019 18:11,Garlic Naan,1,2.95,7
14823,15-05-2019 17:50,Garlic Naan,2,2.95,5
14821,14-05-2019 20:20,Bottle Coke,1,2.95,4
14819,14-05-2019 19:43,Plain Rice,1,2.95,5
14819,14-05-2019 19:43,Keema Naan,1,2.95,5
14817,14-05-2019 19:36,Plain Rice,1,2.95,6
14811,13-05-2019 20:10,Garlic Naan,1,2.95,10
14808,13-05-2019 19:22,Pilau Rice,1,2.95,4
14806,13-05-2019 18:57,Pilau Rice,1,2.95,4
14794,12-05-2019 18:56,Plain Rice,1,2.95,3
14793,12-05-2019 18:52,Keema Naan,1,2.95,8
14792,12-05-2019 18:39,Garlic Naan,1,2.95,9
14792,12-05-2019 18:39,Lemonade 1.5 ltr,1,2.95,9
14785,12-05-2019 17:33,Bottle Coke,1,2.95,5
14775,11-05-2019 21:28,Raitha,1,2.95,6
14773,11-05-2019 21:10,Onion Naan,1,2.95,5
14772,11-05-2019 20:33,Pilau Rice,1,2.95,6
14769,11-05-2019 19:57,Pilau Rice,1,2.95,9
14767,11-05-2019 19:48,Bottle Coke,1,2.95,7
14766,11-05-2019 19:44,Plain Rice,1,2.95,6
14762,11-05-2019 19:34,Pilau Rice,1,2.95,6
14759,11-05-2019 19:22,Plain Rice,3,2.95,9
14756,11-05-2019 19:06,Keema Naan,1,2.95,7
14747,10-05-2019 21:57,Plain Rice,2,2.95,4
14746,10-05-2019 20:41,Pilau Rice,1,2.95,6
14745,10-05-2019 20:31,Pilau Rice,1,2.95,8
14741,10-05-2019 19:37,Pilau Rice,1,2.95,6
14741,10-05-2019 19:37,Paratha,2,2.95,6
14740,10-05-2019 19:16,Pilau Rice,1,2.95,6
14735,10-05-2019 18:57,Pilau Rice,2,2.95,5
14733,10-05-2019 18:54,Pilau Rice,3,2.95,5
14733,10-05-2019 18:54,Garlic Naan,1,2.95,5
14732,10-05-2019 18:30,Plain Rice,1,2.95,6
14731,10-05-2019 18:23,Pilau Rice,1,2.95,3
14727,10-05-2019 17:50,Keema Naan,1,2.95,6
14722,09-05-2019 19:33,Pilau Rice,1,2.95,6
14720,09-05-2019 17:54,Paratha,1,2.95,6
14708,07-05-2019 22:12,Garlic Naan,1,2.95,4
14705,07-05-2019 19:41,Keema Naan,1,2.95,6
14704,07-05-2019 18:41,Garlic Naan,1,2.95,13
14687,06-05-2019 17:53,Peshwari Naan,1,2.95,4
14686,06-05-2019 17:40,Keema Naan,1,2.95,9
14685,06-05-2019 17:26,Pilau Rice,1,2.95,9
14670,05-05-2019 19:23,Peshwari Naan,1,2.95,4
14670,05-05-2019 19:23,Onion Naan,1,2.95,4
14666,05-05-2019 19:05,Pilau Rice,1,2.95,4
14665,05-05-2019 18:47,Plain Rice,1,2.95,5
14659,05-05-2019 17:43,Peshwari Naan,1,2.95,6
14654,04-05-2019 21:18,Pilau Rice,1,2.95,3
14653,04-05-2019 20:24,Plain Rice,1,2.95,5
14652,04-05-2019 20:09,Pilau Rice,1,2.95,4
14642,04-05-2019 19:26,Keema Naan,1,2.95,10
14641,04-05-2019 19:25,Pilau Rice,1,2.95,4
14637,04-05-2019 18:57,Onion Naan,1,2.95,8
14636,04-05-2019 18:52,Plain Rice,1,2.95,5
14635,04-05-2019 18:42,Peshwari Naan,1,2.95,6
14634,04-05-2019 18:37,Plain Rice,1,2.95,6
14631,04-05-2019 18:30,Keema Naan,1,2.95,9
14630,04-05-2019 18:21,Pilau Rice,1,2.95,8
14629,04-05-2019 18:08,Keema Naan,1,2.95,6
14628,04-05-2019 17:57,Plain Rice,1,2.95,7
14616,03-05-2019 19:56,Plain Rice,1,2.95,4
14613,03-05-2019 19:33,Keema Naan,1,2.95,5
14612,03-05-2019 19:20,Raitha,1,2.95,7
14607,03-05-2019 17:59,Pilau Rice,1,2.95,5
14605,03-05-2019 17:26,Keema Naan,1,2.95,7
14594,02-05-2019 18:20,Garlic Naan,2,2.95,8
14594,02-05-2019 18:20,Plain Rice,5,2.95,8
14593,02-05-2019 18:07,Pilau Rice,1,2.95,6
14592,02-05-2019 17:58,Bottle Coke,1,2.95,3
14588,01-05-2019 22:42,Peshwari Naan,1,2.95,5
14585,01-05-2019 20:33,Garlic Naan,1,2.95,4
14581,01-05-2019 19:17,Raitha,1,2.95,8
14577,01-05-2019 18:09,Keema Naan,1,2.95,7
14576,01-05-2019 18:02,Plain Rice,1,2.95,4
14573,30-04-2019 19:20,Garlic Naan,1,2.95,6
14572,30-04-2019 19:13,Pilau Rice,1,2.95,4
14570,30-04-2019 18:50,Pilau Rice,1,2.95,10
14570,30-04-2019 18:50,Peshwari Naan,1,2.95,10
14566,30-04-2019 17:41,Pilau Rice,1,2.95,7
14560,29-04-2019 19:04,Pilau Rice,1,2.95,3
14560,29-04-2019 19:04,Peshwari Naan,1,2.95,3
14555,29-04-2019 13:14,Pilau Rice,1,2.95,5
14554,29-04-2019 12:52,Garlic Naan,4,2.95,6
14552,28-04-2019 20:43,Garlic Naan,1,2.95,7
14550,28-04-2019 19:34,Pilau Rice,2,2.95,6
14549,28-04-2019 19:08,Pilau Rice,2,2.95,8
14547,28-04-2019 18:18,Garlic Naan,1,2.95,3
14546,28-04-2019 18:16,Peshwari Naan,1,2.95,14
14544,28-04-2019 17:53,Peshwari Naan,1,2.95,5
14535,27-04-2019 20:11,Pilau Rice,1,2.95,6
14531,27-04-2019 19:39,Pilau Rice,1,2.95,9
14514,27-04-2019 18:30,Plain Rice,1,2.95,4
14512,27-04-2019 18:08,Garlic Naan,1,2.95,3
14511,27-04-2019 18:07,Garlic Naan,1,2.95,10
14503,26-04-2019 21:14,Garlic Naan,1,2.95,5
14502,26-04-2019 20:10,Pilau Rice,1,2.95,7
14493,26-04-2019 18:09,Pilau Rice,1,2.95,3
14490,26-04-2019 14:45,Peshwari Naan,1,2.95,9
14487,25-04-2019 20:15,Plain Rice,1,2.95,6
14484,25-04-2019 19:44,Keema Naan,1,2.95,5
14481,25-04-2019 18:48,Keema Naan,1,2.95,7
14481,25-04-2019 18:48,Pilau Rice,1,2.95,7
14477,24-04-2019 20:54,Keema Naan,1,2.95,6
14471,23-04-2019 19:46,Pilau Rice,1,2.95,7
14469,23-04-2019 19:42,Garlic Naan,1,2.95,11
14464,22-04-2019 22:18,Pilau Rice,1,2.95,7
14462,22-04-2019 20:59,Plain Rice,1,2.95,7
14458,22-04-2019 19:42,Plain Rice,1,2.95,3
14454,22-04-2019 19:10,Raitha,1,2.95,8
14452,22-04-2019 17:25,Peshwari Naan,1,2.95,6
14450,21-04-2019 22:01,Pilau Rice,1,2.95,4
14447,21-04-2019 19:46,Garlic Naan,1,2.95,4
14445,21-04-2019 18:54,Keema Naan,1,2.95,6
14443,21-04-2019 18:35,Garlic Naan,1,2.95,11
14440,21-04-2019 18:03,Keema Naan,1,2.95,3
14439,21-04-2019 17:47,Paratha,1,2.95,5
14435,21-04-2019 17:34,Peshwari Naan,2,2.95,6
14431,20-04-2019 20:17,Bottle Diet Coke,1,2.95,12
14431,20-04-2019 20:17,Garlic Naan,2,2.95,12
14430,20-04-2019 20:16,Pilau Rice,1,2.95,5
14429,20-04-2019 20:15,Pilau Rice,1,2.95,9
14422,20-04-2019 18:43,Peshwari Naan,1,2.95,5
14421,20-04-2019 18:10,Pilau Rice,3,2.95,10
14419,20-04-2019 17:53,Pilau Rice,1,2.95,5
14417,20-04-2019 17:21,Plain Rice,2,2.95,9
14410,19-04-2019 20:17,Pilau Rice,1,2.95,6
14409,19-04-2019 20:07,Pilau Rice,1,2.95,10
14405,19-04-2019 19:17,Plain Rice,1,2.95,4
14402,19-04-2019 18:22,Peshwari Naan,1,2.95,9
14401,19-04-2019 18:17,Garlic Naan,1,2.95,6
14397,19-04-2019 17:51,Peshwari Naan,1,2.95,13
14395,19-04-2019 17:02,Pilau Rice,1,2.95,3
14394,18-04-2019 20:34,Pilau Rice,1,2.95,5
14388,18-04-2019 18:35,Pilau Rice,1,2.95,6
14387,18-04-2019 17:44,Plain Rice,1,2.95,7
14381,17-04-2019 20:12,Bottle Coke,1,2.95,5
14379,17-04-2019 19:53,Peshwari Naan,1,2.95,7
14378,17-04-2019 19:33,Lemonade 1.5 ltr,1,2.95,7
14371,17-04-2019 18:51,Pilau Rice,2,2.95,7
14368,17-04-2019 13:28,Peshwari Naan,1,2.95,4
14365,16-04-2019 20:54,Plain Rice,1,2.95,7
14364,16-04-2019 20:39,Peshwari Naan,1,2.95,9
14364,16-04-2019 20:39,Garlic Naan,1,2.95,9
14361,16-04-2019 19:21,Pilau Rice,1,2.95,7
14359,16-04-2019 18:59,Bottle Coke,1,2.95,5
14358,16-04-2019 18:45,Peshwari Naan,1,2.95,4
14358,16-04-2019 18:45,Pilau Rice,1,2.95,4
14356,16-04-2019 14:05,Pilau Rice,1,2.95,5
14349,15-04-2019 18:57,Pilau Rice,1,2.95,6
14348,15-04-2019 18:11,Garlic Naan,1,2.95,8
14346,15-04-2019 17:50,Pilau Rice,2,2.95,9
14345,15-04-2019 17:42,Pilau Rice,1,2.95,8
14344,15-04-2019 12:28,Pilau Rice,1,2.95,11
14343,14-04-2019 20:51,Plain Rice,1,2.95,5
14339,14-04-2019 19:53,Plain Rice,1,2.95,11
14338,14-04-2019 19:49,Plain Rice,1,2.95,5
14334,14-04-2019 19:23,Plain Rice,1,2.95,6
14332,14-04-2019 18:56,Keema Naan,1,2.95,11
14332,14-04-2019 18:56,Peshwari Naan,1,2.95,11
14328,14-04-2019 18:36,Pilau Rice,1,2.95,5
14328,14-04-2019 18:36,Peshwari Naan,1,2.95,5
14327,14-04-2019 18:23,Pilau Rice,1,2.95,12
14324,14-04-2019 17:32,Keema Naan,1,2.95,6
14322,14-04-2019 17:22,Keema Naan,1,2.95,6
14321,14-04-2019 17:07,Keema Naan,1,2.95,5
14314,13-04-2019 19:57,Pilau Rice,1,2.95,9
14313,13-04-2019 19:42,Plain Rice,2,2.95,4
14310,13-04-2019 19:22,Garlic Naan,1,2.95,10
14304,13-04-2019 18:29,Garlic Naan,2,2.95,12
14304,13-04-2019 18:29,Keema Naan,1,2.95,12
14304,13-04-2019 18:29,Plain Rice,2,2.95,12
14302,13-04-2019 18:03,Garlic Naan,1,2.95,6
14301,13-04-2019 17:57,Garlic Naan,1,2.95,7
14295,13-04-2019 16:38,Garlic Naan,1,2.95,10
14293,12-04-2019 20:26,Raitha,1,2.95,5
14290,12-04-2019 19:55,Pilau Rice,1,2.95,5
14288,12-04-2019 19:46,Pilau Rice,1,2.95,6
14286,12-04-2019 19:38,Pilau Rice,1,2.95,5
14282,12-04-2019 19:13,Pilau Rice,1,2.95,6
14279,12-04-2019 18:54,Pilau Rice,1,2.95,8
14275,12-04-2019 18:02,Peshwari Naan,1,2.95,6
14272,12-04-2019 16:52,Garlic Naan,2,2.95,5
14272,12-04-2019 16:52,Plain Rice,1,2.95,5
14271,12-04-2019 16:40,Pilau Rice,1,2.95,6
14267,11-04-2019 21:03,Pilau Rice,1,2.95,3
14264,11-04-2019 20:03,Garlic Naan,1,2.95,6
14261,11-04-2019 18:49,Green Salad,1,2.95,7
14254,10-04-2019 20:44,Peshwari Naan,1,2.95,4
14248,09-04-2019 20:29,Garlic Naan,1,2.95,4
14247,09-04-2019 19:20,Plain Rice,1,2.95,5
14246,09-04-2019 19:10,Peshwari Naan,1,2.95,7
14243,09-04-2019 12:39,Plain Rice,1,2.95,3
14231,07-04-2019 22:07,Pilau Rice,1,2.95,3
14230,07-04-2019 21:40,Pilau Rice,1,2.95,4
14225,07-04-2019 19:04,Pilau Rice,1,2.95,11
14221,07-04-2019 17:12,Keema Naan,1,2.95,5
14217,06-04-2019 22:05,Plain Rice,1,2.95,6
14217,06-04-2019 22:05,Bottle Coke,1,2.95,6
14216,06-04-2019 21:42,Raitha,1,2.95,2
14215,06-04-2019 20:42,Garlic Naan,1,2.95,6
14213,06-04-2019 20:13,Peshwari Naan,1,2.95,6
14213,06-04-2019 20:13,Raitha,1,2.95,6
14209,06-04-2019 19:35,Plain Rice,1,2.95,4
14208,06-04-2019 19:27,Plain Rice,1,2.95,8
14207,06-04-2019 19:23,Plain Rice,1,2.95,6
14206,06-04-2019 19:20,Plain Rice,1,2.95,3
14203,06-04-2019 19:15,Peshwari Naan,1,2.95,5
14202,06-04-2019 19:09,Garlic Naan,1,2.95,4
14202,06-04-2019 19:09,Pilau Rice,1,2.95,4
14201,06-04-2019 19:04,Pilau Rice,1,2.95,3
14199,06-04-2019 18:43,Peshwari Naan,2,2.95,6
14199,06-04-2019 18:43,Pilau Rice,1,2.95,6
14194,06-04-2019 18:14,Garlic Naan,2,2.95,5
14191,06-04-2019 18:06,Plain Rice,1,2.95,4
14190,06-04-2019 18:05,Plain Rice,1,2.95,3
14189,06-04-2019 17:46,Garlic Naan,1,2.95,5
14188,06-04-2019 16:52,Keema Naan,1,2.95,8
14186,06-04-2019 16:28,Plain Rice,1,2.95,4
14186,06-04-2019 16:28,Keema Naan,1,2.95,4
14177,05-04-2019 20:19,Garlic Naan,1,2.95,5
14174,05-04-2019 20:03,Keema Naan,1,2.95,7
14168,05-04-2019 19:03,Peshwari Naan,1,2.95,5
14167,05-04-2019 18:58,Pilau Rice,2,2.95,6
14167,05-04-2019 18:58,Keema Naan,1,2.95,6
14166,05-04-2019 18:46,Pilau Rice,3,2.95,8
14165,05-04-2019 18:45,Pilau Rice,1,2.95,12
14163,05-04-2019 18:35,Peshwari Naan,1,2.95,4
14158,05-04-2019 18:16,Garlic Naan,1,2.95,5
14153,04-04-2019 21:07,Bottle Coke,1,2.95,5
14151,04-04-2019 19:33,Plain Rice,2,2.95,7
14148,04-04-2019 18:30,Keema Naan,1,2.95,3
14147,04-04-2019 18:26,Plain Rice,1,2.95,8
14145,03-04-2019 20:05,Pilau Rice,1,2.95,3
14140,03-04-2019 18:40,Plain Rice,1,2.95,6
14138,02-04-2019 20:49,Pilau Rice,1,2.95,3
14134,02-04-2019 18:58,Pilau Rice,2,2.95,5
14133,02-04-2019 18:03,Plain Rice,1,2.95,5
14130,01-04-2019 20:50,Pilau Rice,1,2.95,2
14129,01-04-2019 18:53,Onion Naan,1,2.95,5
14124,31-03-2019 20:08,Peshwari Naan,1,2.95,7
14123,31-03-2019 20:07,Garlic Naan,1,2.95,6
14121,31-03-2019 19:41,Pilau Rice,2,2.95,4
14120,31-03-2019 19:36,Bottle Coke,1,2.95,8
14119,31-03-2019 19:06,Pilau Rice,1,2.95,8
14114,31-03-2019 18:12,Garlic Naan,1,2.95,11
14114,31-03-2019 18:12,Plain Rice,1,2.95,11
14107,31-03-2019 15:02,Pilau Rice,1,2.95,6
14101,30-03-2019 19:58,Pilau Rice,1,2.95,9
14099,30-03-2019 19:43,Pilau Rice,1,2.95,7
14098,30-03-2019 19:39,Garlic Naan,1,2.95,5
14097,30-03-2019 19:27,Keema Naan,1,2.95,12
14093,30-03-2019 18:52,Plain Rice,1,2.95,18
14091,30-03-2019 18:50,Garlic Naan,1,2.95,9
14090,30-03-2019 18:46,Pilau Rice,1,2.95,7
14087,30-03-2019 18:11,Keema Naan,1,2.95,6
14083,30-03-2019 18:08,Pilau Rice,1,2.95,7
14076,30-03-2019 17:45,Pilau Rice,1,2.95,4
14074,30-03-2019 17:35,Peshwari Naan,1,2.95,7
14067,29-03-2019 21:59,Plain Rice,1,2.95,5
14066,29-03-2019 21:36,Peshwari Naan,1,2.95,4
14057,29-03-2019 19:20,Peshwari Naan,1,2.95,6
14055,29-03-2019 19:11,Pilau Rice,1,2.95,6
14053,29-03-2019 19:03,Peshwari Naan,2,2.95,6
14051,29-03-2019 18:57,Plain Rice,1,2.95,4
14050,29-03-2019 18:43,Garlic Naan,1,2.95,6
14048,29-03-2019 18:21,Peshwari Naan,1,2.95,9
14046,29-03-2019 18:06,Garlic Naan,1,2.95,5
14045,29-03-2019 17:57,Peshwari Naan,1,2.95,8
14044,29-03-2019 17:52,Pilau Rice,2,2.95,6
14043,29-03-2019 17:42,Pilau Rice,3,2.95,15
14040,29-03-2019 15:22,Pilau Rice,3,2.95,15
14037,29-03-2019 11:41,Pilau Rice,3,2.95,11
14037,29-03-2019 11:41,Garlic Naan,2,2.95,11
14026,28-03-2019 19:07,Peshwari Naan,1,2.95,4
14024,28-03-2019 18:40,Plain Rice,2,2.95,9
14013,27-03-2019 21:38,Garlic Naan,3,2.95,3
14012,27-03-2019 21:36,Garlic Naan,1,2.95,6
14011,27-03-2019 20:21,Garlic Naan,1,2.95,4
14004,27-03-2019 18:32,Pilau Rice,2,2.95,10
14001,26-03-2019 18:52,Garlic Naan,1,2.95,4
13996,25-03-2019 19:40,Garlic Naan,1,2.95,4
13995,25-03-2019 18:34,Plain Rice,1,2.95,5
13993,24-03-2019 20:17,Pilau Rice,2,2.95,4
13991,24-03-2019 19:42,Paratha,1,2.95,8
13990,24-03-2019 19:29,Plain Rice,1,2.95,6
13989,24-03-2019 19:14,Peshwari Naan,1,2.95,6
13982,24-03-2019 17:45,Pilau Rice,3,2.95,12
13970,23-03-2019 19:58,Bottle Coke,1,2.95,7
13967,23-03-2019 19:45,Raitha,1,2.95,4
13964,23-03-2019 19:16,Bottle Coke,1,2.95,3
13960,23-03-2019 19:02,Pilau Rice,1,2.95,8
13955,23-03-2019 18:28,Pilau Rice,1,2.95,8
13951,23-03-2019 18:15,Pilau Rice,2,2.95,3
13948,23-03-2019 17:44,Keema Naan,1,2.95,4
13946,23-03-2019 17:16,Pilau Rice,1,2.95,9
13946,23-03-2019 17:16,Garlic Naan,1,2.95,9
13945,23-03-2019 17:10,Garlic Naan,2,2.95,8
13943,23-03-2019 12:46,Garlic Naan,1,2.95,5
13938,22-03-2019 19:15,Peshwari Naan,1,2.95,8
13933,22-03-2019 18:40,Pilau Rice,4,2.95,9
13932,22-03-2019 18:31,Peshwari Naan,1,2.95,11
13924,22-03-2019 16:57,Plain Rice,1,2.95,4
13918,21-03-2019 18:23,Plain Rice,1,2.95,4
13911,20-03-2019 19:59,Plain Rice,1,2.95,5
13903,20-03-2019 18:01,Pilau Rice,2,2.95,6
13903,20-03-2019 18:01,Peshwari Naan,1,2.95,6
13891,19-03-2019 18:29,Onion Naan,1,2.95,16
13888,18-03-2019 21:26,Onion Naan,1,2.95,4
13884,18-03-2019 18:56,Garlic Naan,1,2.95,4
13878,17-03-2019 18:22,Peshwari Naan,1,2.95,7
13874,17-03-2019 17:41,Garlic Naan,1,2.95,4
13873,17-03-2019 17:08,Peshwari Naan,1,2.95,5
13873,17-03-2019 17:08,Pilau Rice,1,2.95,5
13869,17-03-2019 12:04,Plain Rice,1,2.95,8
13867,16-03-2019 21:51,Plain Rice,1,2.95,6
13866,16-03-2019 21:07,Plain Rice,1,2.95,5
13863,16-03-2019 20:12,Peshwari Naan,1,2.95,5
13855,16-03-2019 19:00,Peshwari Naan,1,2.95,5
